run,step,loss,bal,dt_ms,tok_sec,bf16_mfu
moe_fp8_experts_dynamic_long_retest,7,7.738922,24.7807,1798.11,291577,3.53
moe_fp8_experts_dynamic_long_retest,8,7.516557,24.8453,1438.58,364448,4.41
moe_fp8_experts_dynamic_long_retest,9,7.34732,24.5157,1381.78,379430,4.59
moe_fp8_experts_dynamic_long_retest,10,7.173482,24.6289,1260.86,415818,5.03
moe_fp8_experts_dynamic_long_retest,11,7.029999,24.4001,1211.5,432760,5.24
moe_fp8_experts_dynamic_long_retest,12,6.899092,24.4706,1151.77,455202,5.51
moe_fp8_experts_dynamic_long_retest,13,6.797598,24.3726,1171.43,447561,5.42
moe_fp8_experts_dynamic_long_retest,14,6.693498,24.2335,1084.83,483290,5.85
moe_fp8_experts_dynamic_long_retest,15,6.62013,24.2791,1026.06,510971,6.18
moe_fp8_experts_dynamic_long_retest,16,6.551625,24.3083,1046.89,500803,6.06
moe_fp8_experts_dynamic_long_retest,17,6.506546,24.3903,975.57,537416,6.5
moe_fp8_experts_dynamic_long_retest,18,6.447272,24.2983,963.03,544417,6.59
moe_fp8_experts_dynamic_long_retest,19,6.385999,24.2459,906.81,578168,7.0
moe_fp8_experts_dynamic_long_retest,20,6.332938,24.2664,892.11,587694,7.11
moe_fp8_experts_dynamic_long_retest,21,6.291134,24.2277,883.23,593601,7.18
moe_fp8_experts_dynamic_long_retest,22,6.252345,24.2093,940.56,557419,6.75
moe_fp8_experts_dynamic_long_retest,23,6.204458,24.3333,874.73,599368,7.25
moe_fp8_experts_dynamic_long_retest,24,6.178617,24.2781,843.49,621571,7.52
moe_fp8_experts_dynamic_long_retest,25,6.171059,24.1932,859.01,610341,7.39
moe_fp8_experts_dynamic_long_retest,26,6.126965,24.2602,899.01,583183,7.06
moe_fp8_experts_dynamic_long_retest,27,6.102927,24.2565,872.32,601028,7.27
moe_fp8_experts_dynamic_long_retest,28,6.068564,24.2302,850.5,616443,7.46
moe_fp8_experts_dynamic_long_retest,29,6.043647,24.2072,822.86,637151,7.71
moe_fp8_experts_dynamic_long_retest,30,6.017334,24.2269,789.97,663684,8.03
moe_fp8_experts_dynamic_long_retest,31,5.997993,24.1772,814.48,643710,7.79
moe_fp8_experts_dynamic_long_retest,32,5.961375,24.225,786.51,666600,8.07
moe_fp8_experts_dynamic_long_retest,33,5.937366,24.2562,763.92,686316,8.3
moe_fp8_experts_dynamic_long_retest,34,5.917622,24.1804,744.78,703950,8.52
moe_fp8_experts_dynamic_long_retest,35,5.900259,24.2373,819.43,639816,7.74
moe_fp8_experts_dynamic_long_retest,36,5.876279,24.2332,747.94,700973,8.48
moe_fp8_experts_dynamic_long_retest,37,5.858368,24.3667,775.36,676185,8.18
moe_fp8_experts_dynamic_long_retest,38,5.853669,24.0755,752.03,697159,8.44
moe_fp8_experts_dynamic_long_retest,39,5.833013,24.3505,776.75,674974,8.17
moe_fp8_experts_dynamic_long_retest,40,5.829425,24.0508,767.38,683215,8.27
moe_fp8_experts_dynamic_long_retest,41,5.801846,24.2619,730.09,718111,8.69
moe_fp8_experts_dynamic_long_retest,42,5.787701,24.1609,742.56,706050,8.54
moe_fp8_experts_dynamic_long_retest,43,5.781706,24.1762,747.5,701384,8.49
moe_fp8_experts_dynamic_long_retest,44,5.773451,24.1408,733.32,714946,8.65
moe_fp8_experts_dynamic_long_retest,45,5.752543,24.3166,743.12,705523,8.54
moe_fp8_experts_dynamic_long_retest,46,5.743978,24.2189,701.11,747802,9.05
moe_fp8_experts_dynamic_long_retest,47,5.714276,24.1712,752.19,697015,8.43
moe_fp8_experts_dynamic_long_retest,48,5.689755,24.2421,719.62,728558,8.82
moe_fp8_experts_dynamic_long_retest,49,5.6755,24.2987,785.33,667600,8.08
moe_fp8_experts_dynamic_long_retest,50,5.672374,24.187,738.45,709987,8.59
moe_fp8_experts_dynamic_long_retest,51,5.655338,24.3326,723.73,724429,8.77
moe_fp8_experts_dynamic_long_retest,52,5.643665,24.1934,754.03,695317,8.41
moe_fp8_experts_dynamic_long_retest,53,5.611835,24.2706,727.92,720256,8.72
moe_fp8_experts_dynamic_long_retest,54,5.590232,24.1904,741.08,707462,8.56
moe_fp8_experts_dynamic_long_retest,55,5.58873,24.2655,704.55,744141,9.0
moe_fp8_experts_dynamic_long_retest,56,5.573053,24.3168,738.12,710303,8.6
moe_fp8_experts_dynamic_long_retest,57,5.55276,24.3344,727.36,720810,8.72
moe_fp8_experts_dynamic_long_retest,58,5.528666,24.251,752.08,697114,8.44
moe_fp8_experts_dynamic_long_retest,59,5.516301,24.2355,759.36,690430,8.35
moe_fp8_experts_dynamic_long_retest,60,5.5067,24.3356,753.45,695845,8.42
moe_fp8_experts_dynamic_long_retest,61,5.480496,24.2246,730.75,717461,8.68
moe_fp8_experts_dynamic_long_retest,62,5.46718,24.2543,692.3,757314,9.16
moe_fp8_experts_dynamic_long_retest,63,5.450371,24.2316,728.31,719868,8.71
moe_fp8_experts_dynamic_long_retest,64,5.43251,24.1968,715.69,732567,8.86
moe_fp8_experts_dynamic_long_retest,65,5.427096,24.2567,706.03,742585,8.99
moe_fp8_experts_dynamic_long_retest,66,5.411389,24.1958,879.03,596440,7.22
moe_fp8_experts_dynamic_long_retest,67,5.400762,24.2432,768.94,681830,8.25
moe_fp8_experts_dynamic_long_retest,68,5.391846,24.278,729.26,718927,8.7
moe_fp8_experts_dynamic_long_retest,69,5.37006,24.2693,718.88,729312,8.83
moe_fp8_experts_dynamic_long_retest,70,5.355858,24.2827,705.79,742838,8.99
moe_fp8_experts_dynamic_long_retest,71,5.352998,24.1945,707.49,741048,8.97
moe_fp8_experts_dynamic_long_retest,72,5.329202,24.3151,720.4,727772,8.81
moe_fp8_experts_dynamic_long_retest,73,5.325182,24.1186,704.13,744587,9.01
moe_fp8_experts_dynamic_long_retest,74,5.320572,24.2709,713.05,735276,8.9
moe_fp8_experts_dynamic_long_retest,75,5.300774,24.2316,699.63,749380,9.07
moe_fp8_experts_dynamic_long_retest,76,5.280369,24.374,723.74,724411,8.77
moe_fp8_experts_dynamic_long_retest,77,5.262946,24.1251,693.23,756298,9.15
moe_fp8_experts_dynamic_long_retest,78,5.23955,24.3836,712.53,735815,8.9
moe_fp8_experts_dynamic_long_retest,79,5.229343,24.0803,703.03,745755,9.02
moe_fp8_experts_dynamic_long_retest,80,5.226457,24.3991,696.6,752635,9.11
moe_fp8_experts_dynamic_long_retest,81,5.215471,24.147,764.19,686068,8.3
moe_fp8_experts_dynamic_long_retest,82,5.207911,24.2497,701.98,746873,9.04
moe_fp8_experts_dynamic_long_retest,83,5.199643,24.2498,688.67,761299,9.21
moe_fp8_experts_dynamic_long_retest,84,5.1809,24.2164,688.66,761312,9.21
moe_fp8_experts_dynamic_long_retest,85,5.165709,24.1828,694.25,755183,9.14
moe_fp8_experts_dynamic_long_retest,86,5.144216,24.2039,741.49,707071,8.56
moe_fp8_experts_dynamic_long_retest,87,5.13185,24.3383,720.41,727766,8.81
moe_fp8_experts_dynamic_long_retest,88,5.125527,24.1747,685.46,764872,9.26
moe_fp8_experts_dynamic_long_retest,89,5.111773,24.1803,684.38,766077,9.27
moe_fp8_experts_dynamic_long_retest,90,5.096612,24.1377,681.78,768999,9.31
moe_fp8_experts_dynamic_long_retest,91,5.08792,24.3168,662.99,790797,9.57
moe_fp8_experts_dynamic_long_retest,92,5.064414,24.166,704.08,744646,9.01
moe_fp8_experts_dynamic_long_retest,93,5.068474,24.1643,684.7,765716,9.27
moe_fp8_experts_dynamic_long_retest,94,5.048921,24.1217,683.88,766642,9.28
moe_fp8_experts_dynamic_long_retest,95,5.035862,24.1847,695.41,753922,9.12
moe_fp8_experts_dynamic_long_retest,96,5.022515,24.2164,687.2,762929,9.23
moe_fp8_experts_dynamic_long_retest,97,5.012465,24.2839,702.1,746739,9.04
moe_fp8_experts_dynamic_long_retest,98,5.007647,24.3191,718.05,730153,8.84
moe_fp8_experts_dynamic_long_retest,99,4.987121,24.1676,672.63,779459,9.43
moe_fp8_experts_dynamic_long_retest,100,4.968284,24.1786,669.19,783464,9.48
moe_fp8_experts_dynamic_long_retest,101,4.948007,24.1282,681.0,769876,9.32
moe_fp8_experts_dynamic_long_retest,102,4.937291,24.1885,706.83,741749,8.98
moe_fp8_experts_static_long,0,10.397762,24.0,8684.21,60372,0.73
moe_fp8_experts_static_long,1,10.177086,23.9561,4185.49,125263,1.52
moe_fp8_experts_static_long,2,9.785442,25.4449,2139.41,245062,2.97
moe_fp8_experts_static_long,3,9.274973,29.3032,1076.23,487150,5.89
moe_fp8_experts_static_long,4,8.744516,25.6985,2823.37,185695,2.25
moe_fp8_experts_static_long,5,8.338188,24.7859,2860.15,183307,2.22
moe_fp8_experts_static_long,6,8.007666,25.1266,2294.18,228529,2.77
moe_fp8_experts_static_long,7,7.738079,24.7378,2049.81,255773,3.09
moe_fp8_experts_static_long,8,7.516228,24.8682,2090.04,250850,3.04
moe_fp8_experts_static_long,9,7.346768,24.5055,1814.46,288950,3.5
moe_fp8_experts_static_long,10,7.172894,24.4706,1703.32,307804,3.72
moe_fp8_experts_static_long,11,7.029398,24.4855,1606.55,326343,3.95
moe_fp8_experts_static_long,12,6.898554,24.4597,1585.35,330708,4.0
moe_fp8_experts_static_long,13,6.796946,24.2969,1551.45,337934,4.09
moe_fp8_experts_static_long,14,6.692945,24.3778,1521.76,344528,4.17
moe_fp8_experts_static_long,15,6.619657,24.3167,1546.81,338948,4.1
moe_fp8_experts_static_long,16,6.551083,24.3476,1555.4,337076,4.08
moe_fp8_experts_static_long,17,6.505914,24.3093,1448.87,361860,4.38
moe_fp8_experts_static_long,18,6.446697,24.2096,1323.73,396067,4.79
moe_fp8_experts_static_long,19,6.385545,24.2414,1326.83,395143,4.78
moe_fp8_experts_static_long,20,6.332506,24.3397,1350.95,388088,4.7
moe_fp8_experts_static_long,21,6.290719,24.2323,1319.86,397228,4.81
moe_fp8_experts_static_long,22,6.251981,24.2865,1495.07,350678,4.24
moe_fp8_experts_static_long,23,6.204104,24.2943,1631.4,321372,3.89
moe_fp8_experts_static_long,24,6.178193,24.3021,1424.96,367932,4.45
moe_fp8_experts_static_long,25,6.170447,24.1826,1313.95,399015,4.83
moe_fp8_experts_static_long,26,6.126322,24.4761,1279.86,409644,4.96
moe_fp8_experts_static_long,27,6.102232,24.1289,1294.38,405049,4.9
moe_fp8_experts_static_long,28,6.067734,24.3287,1216.61,430941,5.21
moe_fp8_experts_static_long,29,6.042646,24.1085,1211.37,432805,5.24
moe_fp8_experts_static_long,30,6.016363,24.2486,1240.31,422705,5.11
moe_fp8_experts_static_long,31,5.997103,24.1595,1269.53,412977,5.0
moe_fp8_experts_static_long,32,5.960529,24.1881,1229.27,426503,5.16
moe_fp8_experts_static_long,33,5.93648,24.3448,1231.9,425592,5.15
moe_fp8_experts_static_long,34,5.916816,24.1127,1208.89,433693,5.25
moe_fp8_experts_static_long,35,5.899449,24.3041,1208.07,433989,5.25
moe_fp8_experts_static_long,36,5.875411,24.2106,1185.37,442299,5.35
moe_fp8_experts_static_long,37,5.857348,24.3247,1183.16,443125,5.36
moe_fp8_experts_static_long,38,5.852552,24.1244,1208.98,433661,5.25
moe_fp8_experts_static_long,39,5.831907,24.2862,1263.05,415097,5.02
moe_fp8_experts_static_long,40,5.828435,24.1183,1267.67,413582,5.0
moe_fp8_experts_static_long,41,5.801051,24.2553,1206.07,434707,5.26
moe_fp8_experts_static_long,42,5.787067,24.2156,1273.1,411818,4.98
moe_fp8_experts_static_long,43,5.781088,24.1544,1197.82,437700,5.3
moe_fp8_experts_static_long,44,5.772903,24.1952,1596.33,328432,3.97
moe_fp8_experts_static_long,45,5.751892,24.2602,1285.51,407844,4.94
moe_fp8_experts_static_long,46,5.743328,24.2449,1178.25,444971,5.38
moe_fp8_experts_static_long,47,5.713578,24.2626,1212.92,432254,5.23
moe_fp8_experts_static_long,48,5.68911,24.2446,1180.05,444294,5.38
moe_fp8_experts_static_long,49,5.67483,24.3898,1162.82,450875,5.46
moe_fp8_experts_static_long,50,5.67172,24.1267,1169.6,448263,5.42
moe_fp8_experts_static_long,51,5.654642,24.2955,1171.53,447523,5.42
moe_fp8_experts_static_long,52,5.642891,24.2855,1188.66,441075,5.34
moe_fp8_experts_static_long,53,5.611075,24.2354,1168.56,448663,5.43
moe_fp8_experts_static_long,54,5.589688,24.3565,1185.44,442273,5.35
moe_fp8_experts_static_long,55,5.588643,24.4726,1184.87,442485,5.35
moe_fp8_experts_static_long,56,5.573446,24.3424,1166.94,449284,5.44
moe_fp8_experts_static_long,57,5.553106,24.2833,1161.87,451243,5.46
moe_fp8_experts_static_long,58,5.528964,24.283,1220.46,429583,5.2
moe_fp8_experts_static_long,59,5.516609,24.1974,1163.87,450469,5.45
moe_fp8_experts_static_long,60,5.506797,24.2363,1161.3,451466,5.46
moe_fp8_experts_static_long,61,5.480358,24.1673,1161.89,451235,5.46
moe_fp8_experts_static_long,62,5.466679,24.3273,1148.45,456516,5.52
moe_fp8_experts_static_long,63,5.449702,24.1504,1162.75,450903,5.46
moe_fp8_experts_static_long,64,5.43184,24.2925,1224.93,428015,5.18
moe_fp8_experts_static_long,65,5.426372,24.1558,1161.11,451540,5.46
moe_fp8_experts_static_long,66,5.410539,24.1858,1155.03,453919,5.49
moe_fp8_experts_static_long,67,5.399677,24.2084,1246.4,420640,5.09
moe_fp8_experts_static_long,68,5.390914,24.2752,1156.21,453453,5.49
moe_fp8_experts_static_long,69,5.369805,24.3535,1293.07,405461,4.91
moe_fp8_experts_static_long,70,5.355636,24.257,1157.13,453092,5.48
moe_fp8_experts_static_long,71,5.352358,24.154,1242.01,422127,5.11
moe_fp8_experts_static_long,72,5.328535,24.2244,1340.33,391163,4.73
moe_fp8_experts_static_long,73,5.324729,24.2289,1150.53,455693,5.51
moe_fp8_experts_static_long,74,5.320818,24.4535,1202.42,436028,5.28
moe_fp8_experts_static_long,75,5.301714,24.2718,1194.38,438963,5.31
moe_fp8_experts_static_long,76,5.281265,24.3265,1190.55,440373,5.33
moe_fp8_experts_static_long,77,5.263759,24.2141,1287.18,407314,4.93
moe_fp8_experts_static_long,78,5.240443,24.3826,1154.42,454156,5.5
moe_fp8_experts_static_long,79,5.230226,24.1097,1150.92,455539,5.51
moe_fp8_experts_static_long,80,5.226981,24.3756,1129.86,464027,5.61
moe_fp8_experts_static_long,81,5.216057,24.1429,1129.88,464019,5.61
moe_fp8_experts_static_long,82,5.209345,24.1615,1146.64,457238,5.53
moe_fp8_experts_static_long,83,5.200823,24.1816,1137.91,460745,5.58
moe_fp8_experts_static_long,84,5.18187,24.2192,1125.0,466035,5.64
moe_fp8_experts_static_long,85,5.16631,24.0695,1114.31,470503,5.69
moe_fp8_experts_static_long,86,5.144686,24.1461,1151.26,455402,5.51
moe_fp8_experts_static_long,87,5.13225,24.1362,1141.61,459251,5.56
moe_fp8_experts_static_long,88,5.12541,24.3028,1108.84,472826,5.72
moe_fp8_experts_static_long,89,5.110934,24.1666,1118.42,468776,5.67
moe_fp8_experts_static_long,90,5.095546,24.2102,1125.16,465967,5.64
moe_fp8_experts_static_long,91,5.086801,24.2524,1144.09,458258,5.55
moe_fp8_experts_static_long,92,5.063096,24.1807,1112.41,471309,5.7
moe_fp8_experts_static_long,93,5.067399,24.1656,1123.47,466670,5.65
moe_fp8_experts_static_long,94,5.048545,24.165,1113.89,470682,5.7
moe_fp8_experts_static_long,95,5.03535,24.1816,1193.23,439385,5.32
moe_fp8_experts_static_long,96,5.022175,24.1877,1148.61,456453,5.52
moe_fp8_experts_static_long,97,5.012197,24.2247,1100.25,476519,5.77
moe_fp8_experts_static_long,98,5.007944,24.4044,1129.31,464255,5.62
moe_fp8_experts_static_long,99,4.987366,24.1783,1115.16,470144,5.69
moe_fp8_experts_static_long,100,4.968763,24.1128,1097.47,477722,5.78
moe_fp8_experts_static_long,101,4.948426,24.2239,1111.8,471566,5.71
moe_fp8_experts_static_long,102,4.937637,24.2512,1101.15,476128,5.76
moe_fp8_experts_static_long,103,4.926894,24.2828,1176.52,445627,5.39
moe_fp8_experts_static_long,104,4.92369,24.194,1113.55,470826,5.7
moe_fp8_experts_static_long,105,4.897445,24.2655,1092.87,479735,5.81
moe_fp8_experts_static_long,106,4.881052,24.3182,1109.4,472587,5.72
moe_fp8_experts_static_long,107,4.848471,24.2289,1160.17,451907,5.47
moe_fp8_experts_static_long,108,4.845052,24.2911,1127.86,464852,5.62
moe_fp8_experts_static_long,109,4.840755,24.0941,1117.12,469322,5.68
moe_fp8_experts_static_long,110,4.820079,24.126,1117.49,469165,5.68
moe_fp8_experts_static_long,111,4.812859,24.2283,1106.28,473921,5.73
moe_fp8_experts_static_long,112,4.793668,24.1399,1112.04,471466,5.7
moe_fp8_experts_static_long,113,4.774159,24.1671,1115.41,470042,5.69
moe_fp8_experts_static_long,114,4.757337,24.1698,1527.88,343148,4.15
moe_fp8_experts_static_long,115,4.747225,24.1295,1214.53,431680,5.22
moe_fp8_experts_static_long,116,4.74683,24.1477,1262.64,415230,5.02
moe_fp8_experts_static_long,117,4.734199,24.1443,1295.9,404575,4.9
moe_fp8_experts_static_long,118,4.717836,24.2491,1382.14,379329,4.59
moe_fp8_experts_static_long,119,4.707471,24.1402,1106.58,473789,5.73
moe_fp8_experts_static_long,120,4.708757,24.1723,1093.06,479653,5.8
moe_fp8_experts_static_long,121,4.700431,24.0685,1128.34,464656,5.62
moe_fp8_experts_static_long,122,4.690475,24.2794,1116.84,469437,5.68
moe_fp8_experts_static_long,123,4.691301,24.2153,1088.86,481502,5.83
moe_fp8_experts_static_long,124,4.68905,24.2783,1252.92,418452,5.06
moe_fp8_experts_static_long,125,4.673262,24.1241,1081.3,484867,5.87
moe_fp8_experts_static_long,126,4.663691,24.1304,1237.08,423812,5.13
moe_fp8_experts_static_long,127,4.644684,24.0671,1194.92,438764,5.31
moe_fp8_experts_static_long,128,4.644192,24.161,1167.04,449247,5.44
moe_fp8_experts_static_long,129,4.621144,24.0486,1218.09,430419,5.21
moe_fp8_experts_static_long,130,4.604243,24.168,1217.57,430600,5.21
moe_fp8_experts_static_long,131,4.606043,24.1951,1097.24,477825,5.78
moe_fp8_experts_static_long,132,4.603876,24.0829,1114.13,470578,5.69
moe_fp8_experts_static_long,133,4.592519,24.1375,1219.54,429905,5.2
moe_fp8_experts_static_long,134,4.582088,24.0538,1180.15,444256,5.38
moe_fp8_experts_static_long,135,4.560732,24.1507,1096.18,478287,5.79
moe_fp8_experts_static_long,136,4.548568,24.0987,1098.54,477260,5.78
moe_fp8_experts_static_long,137,4.539354,24.0547,1111.0,471908,5.71
moe_fp8_experts_static_long,138,4.539935,24.1461,1104.01,474894,5.75
moe_fp8_experts_static_long,139,4.525967,24.1401,1082.37,484390,5.86
moe_fp8_experts_static_long,140,4.515602,24.2435,1086.18,482691,5.84
moe_fp8_experts_static_long,141,4.510291,24.134,1110.47,472130,5.71
moe_fp8_experts_static_long,142,4.50108,24.1575,1189.82,440645,5.33
moe_fp8_experts_static_long,143,4.469404,24.0981,1104.52,474674,5.74
moe_fp8_experts_static_long,144,4.454716,24.1278,1108.88,472807,5.72
moe_fp8_experts_static_long,145,4.434309,24.3307,1069.15,490378,5.93
moe_fp8_experts_static_long,146,4.424895,24.1785,1084.46,483455,5.85
moe_fp8_experts_static_long,147,4.415064,24.0954,1092.18,480038,5.81
moe_fp8_experts_static_long,148,4.392159,24.1085,1104.69,474603,5.74
moe_fp8_experts_static_long,149,4.391317,24.0553,1078.65,486059,5.88
moe_fp8_experts_static_long,150,4.365813,24.1229,1825.34,287226,3.48
moe_fp8_experts_static_long,151,4.354146,24.1954,1087.69,482019,5.83
moe_fp8_experts_static_long,152,4.355409,24.1859,1096.17,478289,5.79
moe_fp8_experts_static_long,153,4.343635,24.1723,1112.46,471286,5.7
moe_fp8_experts_static_long,154,4.339007,24.1429,1091.34,480407,5.81
moe_fp8_experts_static_long,155,4.343629,24.1581,1121.76,467380,5.66
moe_fp8_experts_static_long,156,4.345718,24.2448,1116.47,469596,5.68
moe_fp8_experts_static_long,157,4.32562,24.1814,1096.89,477976,5.78
moe_fp8_experts_static_long,158,4.316834,24.2409,1111.07,471876,5.71
moe_fp8_experts_static_long,159,4.324236,24.0662,1125.29,465911,5.64
moe_fp8_experts_static_long,160,4.323181,24.1924,1101.51,475971,5.76
moe_fp8_experts_static_long,161,4.304107,24.1646,1099.95,476649,5.77
moe_fp8_experts_static_long,162,4.274463,24.2173,1082.2,484463,5.86
moe_fp8_experts_static_long,163,4.269371,24.0337,1118.32,468816,5.67
moe_fp8_experts_static_long,164,4.260584,24.0687,1085.64,482928,5.84
moe_fp8_experts_static_long,165,4.24702,24.089,1079.92,485488,5.87
moe_fp8_experts_static_long,166,4.234752,24.2634,1154.15,454264,5.5
moe_fp8_experts_static_long,167,4.236615,24.0917,1112.94,471084,5.7
moe_fp8_experts_static_long,168,4.242579,24.1506,1094.64,478961,5.8
moe_fp8_experts_static_long,169,4.2373,24.1301,1089.92,481034,5.82
moe_fp8_experts_static_long,170,4.234594,24.1596,1105.92,474072,5.74
moe_fp8_experts_static_long,171,4.208988,24.0686,1110.32,472195,5.71
moe_fp8_experts_static_long,172,4.214978,24.1221,1268.83,413205,5.0
moe_fp8_experts_static_long,173,4.217035,24.0929,1083.81,483743,5.85
moe_fp8_experts_static_long,174,4.207469,24.1493,1086.94,482354,5.84
moe_fp8_experts_static_long,175,4.198222,24.0653,1078.3,486218,5.88
moe_fp8_experts_static_long,176,4.186622,24.2578,1079.95,485475,5.87
moe_fp8_experts_static_long,177,4.185631,24.2957,1105.84,474107,5.74
moe_fp8_experts_static_long,178,4.179441,24.1606,1118.17,468881,5.67
moe_fp8_experts_static_long,179,4.157489,24.0831,1103.18,475250,5.75
moe_fp8_experts_static_long,180,4.15214,24.1529,1093.78,479336,5.8
moe_fp8_experts_static_long,181,4.147194,24.2708,1123.49,466658,5.65
moe_fp8_experts_static_long,182,4.13224,24.0862,1082.39,484381,5.86
moe_fp8_experts_static_long,183,4.123523,24.1436,1085.19,483130,5.85
moe_fp8_experts_static_long,184,4.133554,24.2038,1084.86,483278,5.85
moe_fp8_experts_static_long,185,4.124871,24.2227,1085.98,482778,5.84
moe_fp8_experts_static_long,186,4.116652,24.0447,1101.87,475815,5.76
moe_fp8_experts_static_long,187,4.096834,24.0941,1089.96,481017,5.82
moe_fp8_experts_static_long,188,4.089108,24.1178,1085.81,482853,5.84
moe_fp8_experts_static_long,189,4.075962,24.0916,1098.75,477169,5.77
moe_fp8_experts_static_long,190,4.056274,24.0727,1086.19,482684,5.84
moe_fp8_experts_static_long,191,4.061579,24.0499,1070.94,489560,5.92
moe_fp8_experts_static_long,192,4.047819,24.079,1091.57,480305,5.81
moe_fp8_experts_static_long,193,4.037562,24.3667,1087.68,482024,5.83
moe_fp8_experts_static_long,194,4.026499,24.1155,1072.81,488703,5.91
moe_fp8_experts_static_long,195,4.000434,24.1401,1088.05,481861,5.83
moe_fp8_experts_static_long,196,3.996947,24.0969,1113.81,470716,5.7
moe_fp8_experts_static_long,197,3.977641,24.1299,1096.09,478325,5.79
moe_fp8_experts_static_long,198,3.964975,24.1506,1097.0,477930,5.78
moe_fp8_experts_static_long,199,3.966723,24.1036,1067.03,491352,5.95
moe_fp8_experts_static_long,200,3.971612,24.0408,1100.83,476265,5.76
moe_fp8_experts_static_long,201,3.962943,24.0956,1075.26,487589,5.9
moe_fp8_experts_static_long,202,3.944406,24.1646,1118.38,468790,5.67
moe_fp8_experts_static_long,203,3.933743,24.1172,1099.4,476887,5.77
moe_fp8_experts_static_long,204,3.943239,24.073,1108.18,473109,5.72
moe_fp8_experts_static_long,205,3.92806,24.1373,1121.16,467631,5.66
moe_fp8_experts_static_long,206,3.920863,24.1981,1205.75,434823,5.26
moe_fp8_experts_static_long,207,3.910893,24.0793,1088.05,481861,5.83
moe_fp8_experts_static_long,208,3.910283,24.1306,1091.74,480230,5.81
moe_fp8_experts_static_long,209,3.901994,24.0962,1091.08,480520,5.81
moe_fp8_experts_static_long,210,3.900568,24.1693,1082.29,484422,5.86
moe_fp8_experts_static_long,211,3.884634,24.1092,1080.7,485139,5.87
moe_fp8_experts_static_long,212,3.870222,24.1765,1078.48,486135,5.88
moe_fp8_experts_static_long,213,3.855176,24.1398,1089.43,481249,5.82
moe_fp8_experts_static_long,214,3.849377,24.0975,1079.28,485775,5.88
moe_fp8_experts_static_long,215,3.8503,24.1074,1079.66,485603,5.88
moe_fp8_experts_static_long,216,3.841272,24.0553,1079.45,485697,5.88
moe_fp8_experts_static_long,217,3.842646,24.11,1088.24,481776,5.83
moe_fp8_experts_static_long,218,3.8359,24.0512,1102.24,475655,5.76
moe_fp8_experts_static_long,219,3.84437,24.0672,1081.86,484616,5.86
moe_fp8_experts_static_long,220,3.843391,24.0912,1067.01,491363,5.95
moe_fp8_experts_static_long,221,3.841265,24.1598,1105.81,474120,5.74
moe_fp8_experts_static_long,222,3.831659,24.0848,1096.99,477931,5.78
moe_fp8_experts_static_long,223,3.835336,24.0749,1102.08,475726,5.76
moe_fp8_experts_static_long,224,3.829171,24.0982,1114.88,470264,5.69
moe_fp8_experts_static_long,225,3.83836,24.1322,1087.12,482273,5.84
moe_fp8_experts_static_long,226,3.850514,24.1174,1100.35,476473,5.77
moe_fp8_experts_static_long,227,3.835491,24.0769,1082.41,484370,5.86
moe_fp8_experts_static_long,228,3.838584,24.2119,1109.67,472473,5.72
moe_fp8_experts_static_long,229,3.824387,24.0362,1082.57,484297,5.86
moe_fp8_experts_static_long,230,3.83296,24.0903,1094.35,479086,5.8
moe_fp8_experts_static_long,231,3.847259,24.1233,1091.0,480556,5.81
moe_fp8_experts_static_long,232,3.85164,24.1936,1079.0,485901,5.88
moe_fp8_experts_static_long,233,3.844179,24.0775,1084.19,483576,5.85
moe_fp8_experts_static_long,234,3.820062,24.0559,1071.92,489113,5.92
moe_fp8_experts_static_long,235,3.815745,24.0994,1074.7,487846,5.9
moe_fp8_experts_static_long,236,3.813005,24.0548,1088.88,481490,5.83
moe_fp8_experts_static_long,237,3.809916,24.1742,1099.15,476993,5.77
moe_fp8_experts_static_long,238,3.802608,24.0246,1085.28,483088,5.85
moe_fp8_experts_static_long,239,3.793801,24.1431,1068.73,490570,5.94
moe_fp8_experts_static_long,240,3.789854,24.0542,1081.81,484638,5.86
moe_fp8_experts_static_long,241,3.772443,24.1112,1096.34,478217,5.79
moe_fp8_experts_static_long,242,3.757759,24.1865,1109.09,472719,5.72
moe_fp8_experts_static_long,243,3.758803,24.107,1103.31,475194,5.75
moe_fp8_experts_static_long,244,3.744674,24.0855,1082.68,484248,5.86
moe_fp8_experts_static_long,245,3.732314,24.08,1084.6,483392,5.85
moe_fp8_experts_static_long,246,3.718624,24.432,1096.81,478011,5.78
moe_fp8_experts_static_long,247,3.719951,24.0772,1074.5,487935,5.9
moe_fp8_experts_static_long,248,3.695137,24.2715,1077.1,486760,5.89
moe_fp8_experts_static_long,249,3.700772,24.03,1109.11,472708,5.72
moe_fp8_experts_static_long,250,3.699575,24.1078,1078.3,486216,5.88
moe_fp8_experts_static_long,251,3.691764,24.0815,1094.1,479195,5.8
moe_fp8_experts_static_long,252,3.672969,24.1085,1110.37,472173,5.71
moe_fp8_experts_static_long,253,3.680144,24.1354,1112.51,471267,5.7
moe_fp8_experts_static_long,254,3.689761,24.0879,1083.38,483936,5.86
moe_fp8_experts_static_long,255,3.681643,24.0202,1115.14,470152,5.69
moe_fp8_experts_static_long,256,3.684398,24.0322,1091.36,480398,5.81
moe_fp8_experts_static_long,257,3.684788,24.0505,1086.56,482520,5.84
moe_fp8_experts_static_long,258,3.675265,24.1238,1072.16,489001,5.92
